"id","company_id","type","discount_condition","discount_type","start_date","end_date","image","size_min","size_max","like_count","dislike_count","short_description","time_create","creator_user_id","discount_name","is_archived","fixed_size"
649,495,SPA,By promo code Andersen,PROMOCODE,2025-03-19,2025-05-31,https://andersen-benefits.s3.amazonaws.com/%D0%A1%D0%BD%D0%B8%D0%BC%D0%BE%D0%BA%20%D1%8D%D0%BA%D1%80%D0%B0%D0%BD%D0%B0%202025-03-19%20%D0%B2%2011.33.4163c18594-9314-4cb9-ae68-29b3e25d438c.png,10.00,10.00,1,0,Andersen,2025-03-19 09:39:12.846,46,"",true,
838,1209,art-pub,The discount on food is available for groups of 10 or more people and does not apply to alcoholic beverages.,PROMOCODE,2025-08-01,2025-08-31,https://andersen-benefits.s3.amazonaws.com/4b47cddf-cb3e-4187-bcb3-017423193577c986ae1b-44f7-49a0-a530-2e1e0f2a93cd.jpg,5.00,5.00,0,0,Andersen,2025-07-28 08:57:10.110,46,"",true,
464,297,Beauty Studio,by promo code,PROMOCODE,2024-09-01,,https://andersen-benefits.s3.amazonaws.com/images1a40cbe8-bd2f-492e-ab18-d250ed83949b.png,5.00,10.00,0,0,ANDERS24,,1544,"",false,
473,306,Social Club,"by promocode
The discount applies to the first game",PROMOCODE,2024-09-01,,https://andersen-benefits.s3.amazonaws.com/images5751d7ea-1769-4128-bd74-47e9e6a976a0.jpg,60.00,60.00,0,0,Andersen,,1544,"",false,
50,51,Gym,Pass providing from Agora Hub,PROMOCODE,2025-04-30,,https://andersen-benefits.s3.amazonaws.com/AppInGym-COVER-scaled22c891df-d875-436b-b4fe-acbe24ae8d31.jpg,10.00,10.00,0,0,Promocode - Andersen,,15,"",false,
622,468,Events,Show promo code on the spot. Free entrance until 23:00,PROMOCODE,2026-03-24,,https://andersen-benefits.s3.amazonaws.com/Logo%203Db6028f05-2318-4db8-8678-0713ae0d5b7e.png,0.00,0.00,2,0,Andersen Disko,2025-03-03 15:01:45.978,15,free entrance,false,
38,39,Depilation,by promo code,PROMOCODE,2025-03-26,,https://andersen-benefits.s3.amazonaws.com/739ee16633524769bc0a850e0e4642-nk-lab-studio-biz-photo-e9df399497514e58b789c7c954157b-booksy31f84113-7a6e-4511-8fb5-d7e58dad3e65.jpeg,10.00,20.00,1,0,AndersenLab,,15,"",false,
188,63,"Stretching, yoga, barre",by promo code,PROMOCODE,2025-03-26,,https://andersen-benefits.s3.amazonaws.com/logo5be830d3-f139-4c8b-8a63-949bb6991910.png,10.00,10.00,1,0,Andersen10,,15,"",false,
703,549,Gifts & Flowers,By Promo Code,PROMOCODE,2025-04-16,,https://andersen-benefits.s3.amazonaws.com/photo_2025-04-16_11-02-39bc176a40-9ffc-4e8c-9b5a-ad2a7d95bb2e.jpg,10.00,10.00,0,0,Kwiaty&Andersen,2025-04-16 09:05:35.886,1544,"",false,
704,550,Sport,By Promo Code,PROMOCODE,2025-04-17,,https://andersen-benefits.s3.amazonaws.com/svuvMdb6ff013-e629-4262-95f3-040404b12074.jpg,10.00,10.00,1,0,Kango&Andersen,2025-04-17 08:16:18.992,1544,"",false,
705,551,Sport,By Promo Code,PROMOCODE,2025-04-17,,https://andersen-benefits.s3.amazonaws.com/photo_2025-04-17_10-23-432d6f09bd-6d4f-4f99-a74e-8290cbc0d39f.jpg,15.00,15.00,0,0,Swim&Andersen,2025-04-17 08:26:35.869,1544,"",false,
708,554,Aerostretching/Stretching,We've prepared a 10% discount on all memberships and a trial class for just 30 PLN instead of 60 for our employees! Use the promo code when signing up via direct message on their Instagram.,PROMOCODE,2025-04-18,,https://andersen-benefits.s3.amazonaws.com/5769375650153612826849f0d8d-a481-4081-826e-90f9c4a4767e.jpg,10.00,10.00,0,0,ANDERSEN ,2025-04-18 10:33:35.955,1544,"",false,
214,81,Eastern Food,"1 portion - 5% 3 portions - 10% 6 portions - 15%",PROMOCODE,2025-05-20,,https://andersen-benefits.s3.amazonaws.com/plo4843ed42-dc2f-4c2c-b348-9908ec887b1f.jpg,5.00,15.00,0,0,promocode Ander5,,15,"",false,
756,1107,Pet Care,By Promo Code,PROMOCODE,2025-05-23,,https://andersen-benefits.s3.amazonaws.com/0_1f8323_bdcc3990_orig73af2782-d0c6-4731-9d37-5299285a68ab.jpg,10.00,10.00,0,0,Andersen,2025-05-23 07:45:17.277,1544,"",false,
790,1149,CLEANING,"🎁 Exclusive offer for Andersen employees:
🔹 25% off your first cleaning
🔹 10% off all future services
Use promo code when booking on the website or mention it when contacting the team.",PROMOCODE,2025-06-11,,https://andersen-benefits.s3.amazonaws.com/garant_adjusted52409aba-b143-459f-b8cf-889d6c94949a.jpg,10.00,25.00,0,0,ELITEHOMESTAFF,2025-06-11 07:29:06.796,1544,"",false,
791,1150,Shop,"15% discount applies to all products on the tea-mail.pl website.
To receive the discount, you need to enter a promo code on the payment page.
The order total will automatically be reduced by 15%.",PROMOCODE,2025-06-11,,https://andersen-benefits.s3.amazonaws.com/photo_2025-06-11_09-31-067e872374-e2c2-4eea-967d-48332806388d.jpg,15.00,15.00,1,0,ANDERSEN,2025-06-11 07:34:27.788,1544,"",false,
977,1367,Dance Studio,By Promo Code,PROMOCODE,2025-10-29,,https://andersen-benefits.s3.amazonaws.com/images0b62a2f0-ec82-4b70-a6fc-3d9784b8deed.jpeg,7.00,10.00,0,0,Andersen,2025-10-29 09:18:22.433,1544,"",false,
224,91,Massage,by promo code,PROMOCODE,2025-04-09,,https://andersen-benefits.s3.amazonaws.com/%D0%A1%D0%BD%D0%B8%D0%BC%D0%BE%D0%BA%20%D1%8D%D0%BA%D1%80%D0%B0%D0%BD%D0%B0%202024-03-29%20%D0%B2%2014.26.0674fa1a04-f672-49f2-bf15-6203b4a01ad2.png,10.00,10.00,1,0,Andersen,,15,"",false,
248,113,Shisha bar,by promo code,PROMOCODE,2025-05-14,,https://andersen-benefits.s3.amazonaws.com/photo17127435204a48c457-d071-46c1-87ff-a58cd694ca16.jpeg,0.00,0.00,1,0,Andersen,,15,beer or lemonade,false,
12,13,Парк активного отдыха,При бронировании сообщить промокод.,PROMOCODE,2025-04-10,,https://andersen-benefits.s3.amazonaws.com/logo_new_20222a416c87-ca7d-4e32-bc23-4b907f944144.png,15.00,15.00,1,0,"Скажите, что вы из Andersen",,3167,"",false,
246,111,Спорт,При предъявлении пропуска и купона,PROMOCODE,2025-04-15,,https://andersen-benefits.s3.amazonaws.com/GM2_9b78345cb-c03a-4647-bba6-c2af97954cde.jpeg,30.00,30.00,5,0,"30%",,3500,"",false,
203,78,Jewelry,by promo code,PROMOCODE,2025-05-14,,https://andersen-benefits.s3.amazonaws.com/6630_20230125175626_1fa19fed5-0a4f-44db-b17b-428f5f3a729d.jpg,15.00,15.00,4,2,ANDERSEN15,,15,"",false,
36,37,Магазин 18+,"Скидка 10% на всю продукцию сайта.
Использовать промокод при заказе.
",PROMOCODE,2025-04-10,,https://andersen-benefits.s3.amazonaws.com/Screenshot_251aeb4f7-c854-4559-b61f-c3b23842d250.jpg,10.00,10.00,12,0,Andersen,,3167,"",false,
231,98,Candle-making workshops,by promo code,PROMOCODE,2025-05-14,,https://andersen-benefits.s3.amazonaws.com/0559752eb024672ef229344f6a353c0e5cd58517-00e0-416a-b02c-bcf7c8ee7a50.jpg,10.00,10.00,2,0,Andersen,,15,"",false,
235,102,"High heels, contemporary",by promo code,PROMOCODE,2025-05-14,,https://andersen-benefits.s3.amazonaws.com/photo17127509584cc2ab2a-00db-405d-b7b0-cc44afb6470a.jpeg,20.00,20.00,1,0,inlaf17,,15,"",false,
277,142,Surf Shop,by promo code,PROMOCODE,2025-05-14,,https://andersen-benefits.s3.amazonaws.com/123f087f34-6d5e-48c5-8579-511f25e2b7a7.png,10.00,10.00,1,0,ale.skate,,15,"",false,
868,1243,Online store,"10% on any product or custom order",PROMOCODE,2025-08-22,,https://andersen-benefits.s3.amazonaws.com/photo-1590166223826-12dee16774206cee54e5-00e4-48b1-bbc9-2d85376d693a.jpg,10.00,10.00,0,0,ANDERSENPERKS,2025-08-21 12:18:49.457,15,"",false,
265,130,Beauty salon,"It necessary to book the visit by the link (the discount has already been added automatically) 

",PROMOCODE,2024-04-01,,https://andersen-benefits.s3.amazonaws.com/kartinki-salon-krasoty-41-foto-44a4c73e6d17f57-c0f4-49f9-8ac6-f5d9a89b3873.jpg,15.00,15.00,0,0,"It necessary to book the visit by the link (the discount has already been added automatically) 

",,18,,false,
258,123,Macrame shop,Provide a promocode.,PROMOCODE,2025-05-13,,https://andersen-benefits.s3.amazonaws.com/IMG_014961c7bc68-957f-4fb2-8e33-8bda304d8751.jpg,10.00,10.00,0,0,ANDERSENPERKS,,20,"",false,
1144,1559,Beauty,Promo code discount,PROMOCODE,2026-02-10,2026-03-31,https://andersen-benefits.s3.amazonaws.com/%D0%A1%D0%BD%D0%B8%D0%BC%D0%BE%D0%BA%20%D1%8D%D0%BA%D1%80%D0%B0%D0%BD%D0%B0%202026-02-10%20%D0%B2%2018.53.48128603bf-f971-41d0-915d-b7f04e92ac9e.png,5.00,5.00,0,0,SDPravda,2026-02-10 16:56:15.057,52,"",true,
225,92,Massage,-20zl,PROMOCODE,2025-03-26,,https://andersen-benefits.s3.amazonaws.com/409108967_17925959168839945_8744863341008827351_na893cc46-ca94-46f7-b009-5754ea0a4cb6.jpg,0.00,0.00,6,0,Andersen20,,15,-20zl,false,
223,90,Бар,"Назвать номер дисконтной карты. Номер вы найдете под кнопкой ""Show at location"".",PROMOCODE,2025-04-30,,https://andersen-benefits.s3.amazonaws.com/caption21b6dd7b-29c7-4a37-9f38-22253d376110.jpg,10.00,10.00,3,0,"Номер дисконтной карты 0118
-10%",,3167,"",false,
286,151,Health,"Click on ""show at location"" button to get the promo code and show it at the place",PROMOCODE,2025-05-20,,https://andersen-benefits.s3.amazonaws.com/Relaxed-lady-receiving-a-massa_copy47e0b474-c2da-4c37-a317-4669762b853f.jpg,10.00,10.00,0,0,promocode - Andersen,,15,"",false,
262,127,Accountant for b2b contractors,by promo code,PROMOCODE,2025-05-14,,https://andersen-benefits.s3.amazonaws.com/1653469222-coute61d2c06-eba9-4499-860b-4427dc0aece0.jpg,5.00,50.00,2,0,Andersen,,15,"",false,
273,138,cloth,by promo code,PROMOCODE,2025-05-14,,https://andersen-benefits.s3.amazonaws.com/photo17149925494c7acb47-2d3d-49d1-a24e-ebd9952976dd.jpeg,15.00,15.00,1,0,Andersen15,,15,"",false,
260,125,Karaoke Bar,Покажите купон официанту при расчёте,PROMOCODE,2025-06-20,,https://andersen-benefits.s3.amazonaws.com/priority-headline-logo-square307f3fbd-22ea-4565-a364-df45138abe8b.png,10.00,10.00,0,0,Andersen -10%,,3167,"",false,
285,150,Master class,"Click on ""show at location"" button to get the promo code and show it to the place",PROMOCODE,2024-05-13,,https://andersen-benefits.s3.amazonaws.com/b3cde0_0f439bc2f116453b920dca0f2dcd1de1~mv2afe9703c-8b79-4a84-bd32-2c19c9696a51.png,10.00,10.00,0,0,The promocode - Andersen,,15,,false,
1145,1560,Balloons shop,"The discount will be applied using a promo code, which you can find under the ""get a promocode"" button.",PROMOCODE,2026-02-11,,https://andersen-benefits.s3.amazonaws.com/0_0_storefrontImages_f074a39e-4cec-4c79-b969-f36037e9e308b342b19c-dbb3-41a1-9dc4-01e5b7543c98.png,10.00,10.00,0,0,Andersen10,2026-02-11 08:30:49.904,18,"",false,
596,441,"SPA, Massage",by promo code,PROMOCODE,2025-02-07,,https://andersen-benefits.s3.amazonaws.com/52020876938640045074be64175-0c87-4822-96d8-60345fcdf5a9.jpg,10.00,10.00,1,0,Andersen,2025-02-07 14:54:37.174,15,"",false,
279,144,Hair beauty and care,Provide a promocode.,PROMOCODE,2025-01-02,,https://andersen-benefits.s3.amazonaws.com/loon-image-high%20%2813%2964fa9f12-9d72-4d5e-a583-5fe8865bc351.jpg,10.00,10.00,0,0,ANDERSENPERKS,,20,"",false,
870,1245,Wine Gastro Bar,"To receive a discount, please provide the promo code (a discount is provided only for the menu, non-alcoholic beverages, and tasting tickets. It does not apply to alcoholic drinks)",PROMOCODE,2025-08-27,,https://andersen-benefits.s3.amazonaws.com/52896222455027467906297c5bd-87f5-48f7-9313-70c8bfbdf48c.jpg,10.00,10.00,0,0,ANDERSENWINE,2025-08-26 13:18:12.307,20,"",false,
267,132,Cofee and food,"The cafeteria inside the Sail co-working offers a 15 percent discount off the purchase price.
Suffice it to say that you're from the Andersen Company.",PROMOCODE,2024-04-30,2024-06-24,https://andersen-benefits.s3.amazonaws.com/%D0%A1%D0%BD%D0%B8%D0%BC%D0%BE%D0%BA%20%D1%8D%D0%BA%D1%80%D0%B0%D0%BD%D0%B0%202024-04-29%202017480180a834-8582-45a2-b1f8-843136290590.png,15.00,15.00,2,0,"The cafeteria inside the Sail co-working offers a 15 percent discount off the purchase price.
Suffice it to say that you",,1134,,true,
301,166,Wellness,by promo code,PROMOCODE,2025-05-14,,https://andersen-benefits.s3.amazonaws.com/photo17165644790fec57b8-1511-47d8-a9dc-1317d43703cc.jpeg,5.00,5.00,1,0,Andersen5,,15,"",false,
493,326,Мастерская обуви,"Сотрудники смогут не только лично приходить на ПВЗ, но и сдавать в постамат, после чего с ними свяжется администратор. Администратору можно будет называть код во время согласования работ, скидки будут применяться в полном объеме.
10% на все услуги
20% на чистку обуви",PROMOCODE,2024-10-23,,https://andersen-benefits.s3.amazonaws.com/%D0%BB%D0%BE%D0%B3%D0%BE%201200%D1%851200.%20%D0%BF%D1%80%D0%BE%D0%B7%D1%80%D0%B0%D1%87%D0%BD%D1%8B%D0%B9%20%D1%84%D0%BE%D0%BD.%20PNG05999474-6415-4d27-80db-b142762f8622.png,10.00,20.00,2,0,ANDERSEN,,3167,"",false,
501,334,десерты,"15% на всю продукцию. Указать при заказае.",PROMOCODE,2024-10-30,,https://andersen-benefits.s3.amazonaws.com/Vicakes44fcb5c5-058d-41c6-b3a9-945d90962521.jpg,15.00,15.00,1,0,Promo Code: Andersen,,3167,"",false,
428,262,маркетплэйс цветов и подарков,Действует на любой заказ от 35 бел. руб. в корзине на сайте flowwow.by и в мобильном приложении Flowwow до 31.12.2026 вкл-но. Промокод многоразовый.,PROMOCODE,2026-02-26,2026-12-31,https://andersen-benefits.s3.amazonaws.com/Flow72f35f2a-e1a9-4860-88f3-3a36053befc1.png,12.00,12.00,10,0,wowandersen12  ,,3167,"",false,
294,159,Sushi,by promo code,PROMOCODE,2025-05-14,,https://andersen-benefits.s3.amazonaws.com/%D0%B0%D0%BD%D0%B4%D0%B5%D1%80%D1%81%D0%B5%D0%BD815718b6-d14f-46dc-a4f8-f124a781e236.jpg,10.00,10.00,1,0,Andersen10,,15,"",false,
494,327,Beauty salon,by promo code,PROMOCODE,2025-12-24,,https://andersen-benefits.s3.amazonaws.com/5226489997232824241556d73d3-6957-4717-bb95-22db04a3cc5b.jpg,10.00,10.00,1,0,Подари себе счастье (Give yourself the gift of happiness),,15,"",false,
550,388,Online bookstore,By promo Code,PROMOCODE,2025-12-24,,https://andersen-benefits.s3.amazonaws.com/thumbnail_logo53bc8f49-d501-4f2f-9a9f-8aabdf39f467.jpg,15.00,15.00,1,0,Zimushka2024,2024-12-23 12:00:21.047,15,"",false,
1004,1396,online book-shop,"Write promocode or say it to manager. The promo code entitles you to a 10% discount on literature. The offer does not apply to discounted books or publications by KSD, Nash Format, Laboratoriya, Vivat, and A-BA-BA-GA-LA-MA-GA.",PROMOCODE,2025-11-24,2025-12-31,https://andersen-benefits.s3.amazonaws.com/placeholder_imagedbfeb48e-9819-4235-8376-315b4e656d3d.png,10.00,10.00,0,0,SDPRAVDA,2025-11-24 10:09:28.049,46,"",true,
283,148,Sushi,by promo code,PROMOCODE,2025-05-14,,https://andersen-benefits.s3.amazonaws.com/photo171560008747dd98ae-f7d9-40f2-8f06-b2fdb1c1479e.jpeg,10.00,10.00,8,0,Andersen10,,15,"",false,
298,163,Food,You can take advantage of the discount by presenting the promo code in person at the establishment's cash register.,PROMOCODE,2025-06-10,,https://andersen-benefits.s3.amazonaws.com/pasibus-logo-6214c201693ad9-53037296-png_630788844c2726_14584954.pngefd55e2e-b1f6-44a5-9f3a-a3015dfc7c6b.png,10.00,10.00,9,0,BIUROWCE,,15,"",false,
300,165,Legalization,by promo code,PROMOCODE,2025-05-14,,https://andersen-benefits.s3.amazonaws.com/photo17163979738d4a82dd-667b-42d8-8e41-b6e90ed03937.jpeg,20.00,20.00,1,0,Andersen20,,15,"",false,
306,171,Clining,by promo code,PROMOCODE,2025-05-14,,https://andersen-benefits.s3.amazonaws.com/%D0%A1%D0%BD%D0%B8%D0%BC%D0%BE%D0%BA%20%D1%8D%D0%BA%D1%80%D0%B0%D0%BD%D0%B0%202024-05-31%20%D0%B2%2012.36.093124b573-b52d-4cd3-83f1-5018dc19d487.png,10.00,10.00,1,0,SparkleWro10,,15,"",false,
403,247,Accounting and legal services,Special Terms for Andersen Employees,PROMOCODE,2025-08-29,,https://andersen-benefits.s3.amazonaws.com/Monosnap%20Telegram%202024-07-29%2013-40-51b01ca1d2-4a90-4fa2-b2eb-4ee29c5f38b7.png,0.00,0.00,3,0,Andersen,,15,Bonus,false,
40,41,Art Master Classes,Provide a promocode.,PROMOCODE,2025-05-16,,https://andersen-benefits.s3.amazonaws.com/avatar-10020246958286ff75db5-e5b1-48af-aa0c-3d3811eefcea.jpg,5.00,5.00,0,0,ANDERSENPERKS,,20,"",false,
290,155,Beauty saloon,Provide a promocode.,PROMOCODE,2025-06-05,,https://andersen-benefits.s3.amazonaws.com/pexels-juanlaurio-21444134c952ad1-674a-49f7-bb21-b5267e0486b5.jpg,10.00,15.00,0,0,ANDERSENPERKS,,20,"",false,
560,398,Магазин каминов/бань,Промокод,PROMOCODE,2025-01-08,,https://andersen-benefits.s3.amazonaws.com/photo_2025-01-08_13-13-096b8313ea-a1fe-4323-9826-6882721b303a.jpg,5.00,5.00,0,0,Андерсен,2025-01-08 10:16:47.118,3167,,false,
562,400,Тайское СПА,Показать купон,PROMOCODE,2025-01-08,,https://andersen-benefits.s3.amazonaws.com/photo_2025-01-08_16-20-42631cfb2b-1c35-4cac-8fab-54543edf4436.jpg,25.00,25.00,7,0,Andersen 25%,2025-01-08 13:24:08.234,3167,"",false,
510,343,Psychologist in Tbilisi,The information on how to use the discount can be found on the coupon.,PROMOCODE,2024-11-18,2035-12-01,https://andersen-benefits.s3.amazonaws.com/Katyaa115ef74c-753d-49db-91e4-27f758b0ac89.png,10.00,10.00,0,0,"Promocode: Andersen

Show the coupon to Ekaterina as soon as you decide to take the art-therapy session and you wil be provided the discount! ",,3485,"",false,
299,164,english school,by promo code: you need to follow the link given in the description https://www.englishdom.com/ua/corporate/Andersen/,PROMOCODE,2025-05-14,,https://andersen-benefits.s3.amazonaws.com/logo_wh_bgbbadcd61-6727-4499-a611-6edffea846b9.png,10.00,10.00,1,0,you need to follow the link given in the description,,15,"",false,
1007,1399,Food,By Promo Code,PROMOCODE,2025-11-25,,https://andersen-benefits.s3.amazonaws.com/photo_2025-11-25_13-26-15eed31987-cf00-4af4-b760-02b161bce1a5.jpg,10.00,10.00,2,0,Andersen2025,2025-11-25 12:28:36.988,1544,"",false,
302,167,Board Games and Battle Figures,by promo code,PROMOCODE,2025-05-14,,https://andersen-benefits.s3.amazonaws.com/fgb-logo-01-370x3202db2bfe6-d414-457a-a707-df5e3b819336.png,10.00,10.00,2,0,ANDERSEN,,15,"",false,
667,513,Jewelry and workshops,Provide a promocode.,PROMOCODE,2025-04-01,,https://andersen-benefits.s3.amazonaws.com/54272012750381350324df938dc-1ecd-4c25-8937-1a3de757741f.jpg,10.00,10.00,0,0,ANDERSENPERKS,2025-03-31 11:48:16.646,20,"",false,
841,1212,Сleaning,"20% discount on all services upon presentation of promo code.",PROMOCODE,2025-07-30,,https://andersen-benefits.s3.amazonaws.com/photo-1628177142898-93e36e4e3a50de208852-6d3e-4af9-af16-83b5d4ae9b28.jpg,20.00,20.00,0,0,ANDERSEN-CLEAN,2025-07-29 07:15:59.864,20,"",false,
511,344,Education,say promocode to manager,PROMOCODE,2024-11-01,,https://andersen-benefits.s3.amazonaws.com/unnamed2568231d-6f4d-4013-a1be-322859cdf9e6.jpg,10.00,10.00,0,0,Andersen,,46,"",false,
659,505,"Cleaning, dry cleaning",Show the “A-benefits App” coupon at the venue,PROMOCODE,2025-03-26,,https://andersen-benefits.s3.amazonaws.com/orig2737404b-896e-449f-990d-0c5edfd50a6f.jpg,10.00,10.00,2,0,"10 %",2025-03-26 06:20:00.357,53,"",false,
523,356,Центр скалолазания для детей,При бронировании или посещении сообщить промокод.,PROMOCODE,2024-11-27,,https://andersen-benefits.s3.amazonaws.com/0-02-05-e743dd59d32c0af0f9c4f4fda894877344beec777809a77d5dfffb5d766dbdc4_2aba46797a3d007ec24a0fed-0bf7-4163-90c4-480f4da5b896.png,7.00,7.00,1,0,Andersen,,3167,"",false,
570,408,"Электроэпиляция, косметология","Скидка на первое посещение. Показать купон, что вы из Andersen.
",PROMOCODE,2025-01-14,,https://andersen-benefits.s3.amazonaws.com/Beautiful%20and%20perfect%20angel%20wings%20of%20rosfcac4423-dffe-4c3d-a6b5-b29d28989cc5.jpg,10.00,10.00,0,0,"10% на первое посещение",2025-01-14 11:07:16.198,3167,"",false,
589,435,Подбор туров,По промокоду,PROMOCODE,2025-02-03,,https://andersen-benefits.s3.amazonaws.com/85f6c506-372b-11ef-917c-62c824cf03d3.1220x600eaf1b36c-2caa-4d78-894c-f1fd25020260.jpeg,0.00,0.00,2,0,ANDERSENPEOPLE,2025-02-03 08:41:23.809,3167,≈5% (в зависимости от запроса),false,
42,43,"Flowers, master classes",by promo code,PROMOCODE,2025-03-26,,https://andersen-benefits.s3.amazonaws.com/431595870_358925256978703_7845044406274881458_n69c46901-914e-4d25-8c3f-bf9bf1f146c6.jpg,10.00,10.00,1,0,AndersenLab,,15,"",false,
577,416,Агенство недвижимости,Для получения скидки предъявите купон.,PROMOCODE,2026-02-03,,https://andersen-benefits.s3.amazonaws.com/photo_2025-01-15_18-43-4049805aa7-8b7d-485a-a0fd-2ce1cf682486.jpg,0.00,0.00,2,0,"Andersen
Скидка от 100 до 500 BYN",2025-01-16 07:06:09.648,3167,от 100 до 500 BYN,false,
568,406,Тафтинговые ковры,Указать промокод при заказе,PROMOCODE,2026-02-03,,https://andersen-benefits.s3.amazonaws.com/12458211c9b54bac-3701-4bf5-9007-078b49e4fe38.jpg,10.00,10.00,3,0,Andersen,2025-01-13 13:29:49.591,3167,"",false,
303,168,Language shcool,by promo code,PROMOCODE,2025-06-10,,https://andersen-benefits.s3.amazonaws.com/Szko%C5%82a%20je%CC%A8zykowa%20Pan%20Mickiewicz__logo54d272ac-5f0f-4fce-a111-db684da5f74b.jpg,11.00,15.00,6,0,pan Andersen,,15,"",false,
569,407,На Октябрьской,Показать купон в заведении.,PROMOCODE,2026-03-20,,https://andersen-benefits.s3.amazonaws.com/burgerlabca7eb5f1-45a1-490e-b754-170bc7139968.png,10.00,10.00,8,1,"-10%
Andersen",2025-01-14 09:42:28.324,3167,"",false,
327,177,Catering,by promo code,PROMOCODE,2025-06-10,,https://andersen-benefits.s3.amazonaws.com/republika-smakoszy-logoe45e170d-7f0e-4882-b6d1-50004fa6c8c4.png,15.00,15.00,2,0,RS.ANDERSEN15,,15,"",false,
328,178,Food,By promo code,PROMOCODE,2025-06-10,,https://andersen-benefits.s3.amazonaws.com/Graciarnia-Pizza-Pub-miorizo-jpeg5017eb69-74ee-41e5-87d1-05ef3edd623c.jpg,10.00,10.00,1,0,Andersen,,15,"",false,
359,203,Jewelry shop,by promo code,PROMOCODE,2025-06-10,,https://andersen-benefits.s3.amazonaws.com/Untitled-13dfbd160-5413-419a-9207-dcd586c0d02b.jpg,10.00,10.00,0,0,'ANDERSEN',,15,"",false,
696,542,автосервис,Персональная скидка 5% от стоимости работ при предоставлении купона и пропуска ,PROMOCODE,2025-04-15,,https://andersen-benefits.s3.amazonaws.com/state_in_bglo_1_277125e53-c9fd-4abc-970b-f87ad3f0ae7d.jpg,5.00,5.00,0,0,"5% от стоимости работ",2025-04-15 09:30:35.862,3500,"",false,
593,438,Зоомагазин,"ПРИ НАЛИЧИИ КАРТЫ МАГАЗИНА можно использовать купон на скидку, который дает кэшбек в размере 10% на покупку в магазине или в интернете при применении купона ",PROMOCODE,2026-03-02,,https://andersen-benefits.s3.amazonaws.com/BLAGODARIM-VAS_-_2_da6deb48-963c-40ff-a86f-05c41e7f415e.jpg,10.00,10.00,40,0,"90315527",2025-02-06 07:30:36.404,3167,"",false,
274,139,Other,by promo code,PROMOCODE,2025-05-14,,https://andersen-benefits.s3.amazonaws.com/fullLogo%20white%20bg77393e57-349b-4036-a919-25b5f8b0dab5.png,15.00,15.00,3,0,ANDERSEN15,,15,"",false,
1146,1561,Craft & Flower Studio,"- 10% discount on orders over PLN 150
- 15% discount on orders over PLN 250


The discount will be applied using a promo code when making an order (via DM in Instagram), which you can find under the ""get a promocode"" button.",PROMOCODE,2026-02-11,,https://andersen-benefits.s3.amazonaws.com/Screenshot%202026-02-11%200952434b4aaa16-aaa6-438e-833c-d7443e162508.png,10.00,15.00,0,0,INSTA10,2026-02-11 08:55:57.037,18,"",false,
734,582,Cosmetologist,"20% off your first visit.",PROMOCODE,2025-05-13,,https://andersen-benefits.s3.amazonaws.com/%D0%98%D1%82%D0%BE%D0%B3%D0%BE2dfa215ab-3349-4ac4-aadf-30ccdf06e3f1.jpg,20.00,20.00,0,0,ANDERSENPERKS,2025-05-12 07:58:04.379,20,"",false,
652,498,Авто из-за границы под заказ,Представить купон или выполнить условия купона. Скидка представляется на любую из услуг по вашему выбору. Детализация и стоимость услуг см. в описании компании. ,PROMOCODE,2025-03-21,,https://andersen-benefits.s3.amazonaws.com/V2_Yankee%20Motors_90x50%5B1.80h%5D_OBOROTf950e493-b4d1-4c16-897c-0dc81380213c.jpg,50.00,50.00,0,0,"При общении с менеджером сказать, что вы из компании Андерсен или при встрече предъявить купон. ",2025-03-21 13:37:44.822,3167,"",false,
670,516,Центр иммерсивного кино,Предъявить купон с приложения,PROMOCODE,2025-04-02,,https://andersen-benefits.s3.amazonaws.com/%D0%9B%D0%BE%D0%B3%D0%BE%D1%82%D0%B8%D0%BF-05d96d4e13-fabc-4dfe-b0df-3e42ff3cc17b.png,20.00,20.00,0,0,-20% Andersen,2025-04-02 09:03:00.580,3167,"",false,
380,224,Beauty salon,by promo code,PROMOCODE,2025-08-29,,https://andersen-benefits.s3.amazonaws.com/af840856509e4c7282dd9795e91818-pink-land-01-biz-photo-47a313e32cde457fb32852086c4522-booksy3c1485fa-8260-4cc2-8393-210739d58b44.jpeg,15.00,15.00,1,0,PINK15,,15,"",false,
389,233,flowers,by promo code,PROMOCODE,2025-08-29,,https://andersen-benefits.s3.amazonaws.com/photo172130514396f59596-9e19-48c7-8fe3-a0a0e224f91b.jpeg,10.00,10.00,1,0,Andersen,,15,"",false,
661,507,Sport,By promo code,PROMOCODE,2025-03-26,,https://andersen-benefits.s3.amazonaws.com/image00630d2b12e67-47e6-4f05-8dea-8c70cd98e1c9.jpeg,10.00,10.00,1,0,EliteStudio,2025-03-26 13:31:38.351,15,"",false,
394,238,Trener | Fizjo | Masaż Kraków,"The discount will be applied using a promo code, which you can find under the ""Show at location"" button.",PROMOCODE,2024-07-22,,https://andersen-benefits.s3.amazonaws.com/web_DSC_7897-Edit-kriz-barvsson098ae0d5-a8fb-4853-92d3-06bcc31cf917.jpg,15.00,15.00,0,0,Promo code: Andersen15,,18,,false,
